Company Name,Ticker,Optionable,Sector,Industry,Market Cap ,Shares Outstanding ,Avg Volume,Last Close,Beta,52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range
Advantage Oil & Gas Ltd,AAV,YES,Oils-Energy,Oil and Gas - Drilling,576.6,186,373911.59,3.1,0.64,7.3,2.75,7.69
Atlas Air Worldwide Holdings,AAWW,YES,Transportation,Transportation - Air Freight and Cargo,1524.82,25.43,209963.16,59.95,1.24,68.25,46.05,62.61
"Axon Enterprise, Inc",AAXN,YES,Industrial Products,Security and Safety Services,2202.11,53.31,865310.31,41.31,0.78,42.86,21.12,92.87
AllianceBernstein Holding L.P.,AB,YES,Finance,Financial - Investment Management,2580.36,96.46,275250.59,26.75,1.46,27.85,20.6,84.83
"Abaxis,Inc.",ABAX,YES,Medical,Medical - Products,1575.92,22.7,143377.5,69.43,1.16,76,43.82,79.58
ABB Ltd,ABB,YES,Industrial Products,Manufacturing - Electronics,48396.65,2138.61,2048453.38,22.63,1.16,28.6,22.19,6.86
AbbVie Inc.,ABBV,YES,Medical,Large Cap Pharmaceuticals,143679.8,1587.97,8764018,90.48,1.61,123.21,63.45,45.23
AmerisourceBergen Corporation,ABC,YES,Medical,Medical - Dental Supplies,19065.07,219.67,1730134.63,86.79,1.06,105.48,73.23,42.05
Ameris Bancorp,ABCB,YES,Finance,Banks - Southeast,1989,38.32,241034.66,51.9,1.21,58.1,41.4,62.87
Alcentra Capital Corp.,ABDC,YES,Finance,Financial - SBIC & Commercial Industry,100.86,14.21,143397.7,7.1,0.57,14.49,6.11,11.81
Abeona Therapeutics Inc.,ABEO,YES,Medical,Medical - Biomedical and Genetics,781.61,47.23,869696.38,16.55,1.29,19.95,4.7,77.71
Ambev S.A.,ABEV,YES,Consumer Staples,Beverages - Alcohol,106610.48,15701.1,18857572,6.79,0.59,7.39,5.34,70.73
"Asbury Automotive Group, Inc.",ABG,YES,Retail-Wholesale,Automotive - Retail and Whole Sales,1365.64,20.91,188857.95,65.3,1.55,75.85,50.15,58.95
ABM Industries Incorporated,ABM,YES,Business Services,Building Products - Maintenance Service,2107.12,65.56,851598.31,32.14,0.83,44.79,32.14,0
"ABIOMED, Inc.",ABMD,YES,Medical,Medical - Instruments,12757.33,44.28,402936.59,288.12,0.17,295.85,120.73,95.59
Arbor Realty Trust,ABR,YES,Finance,REIT and Equity Trust - Other,538.84,61.72,473507.94,8.73,0.29,8.88,7.93,84.21
Abbott Laboratories,ABT,YES,Medical,Medical - Products,101671.57,1746.33,5885233,58.22,1.5,63.62,42.67,74.22
Arbutus Biopharma Corporation,ABUS,YES,Medical,Medical - Biomedical and Genetics,283.61,55.07,209446.05,5.15,1.06,7.7,3.25,42.7
Barrick Gold Corporation,ABX,YES,Basic Materials,Mining - Gold,14796.2,1166.89,10658809,12.68,-0.17,20.22,11.42,14.32
ACADIA Pharmaceuticals Inc.,ACAD,YES,Medical,Medical - Biomedical and Genetics,2057.58,124.7,2718111,16.5,3.43,39.14,16.5,0
American Campus Communities Inc,ACC,YES,Finance,REIT and Equity Trust - Residential,5298.74,136.49,800059.19,38.82,0.19,49.63,34.8,27.11
Acco Brands Corporation,ACCO,YES,Industrial Products,Office Supplies,1340.72,106.41,545541.25,12.6,1.28,14.7,10.55,49.4
Aceto Corporation,ACET,YES,Medical,Medical - Dental Supplies,214.41,30.76,397889.44,6.97,1.59,17.08,6.97,0
Arch Capital Group Ltd.,ACGL,YES,Finance,Insurance - Property and Casualty,10986.8,136.7,720093.31,80.37,0.61,102.38,80.37,0
Aluminum Corporation of China Limited,ACH,YES,Basic Materials,Mining - Non Ferrous,8596.51,596.15,73420.65,14.42,0.23,23.45,11.17,26.47
"Acadia Healthcare Company, Inc.",ACHC,YES,Medical,Medical - Hospital,3467.37,88.27,803390.63,39.28,0.63,53,27.79,45.58
"Achillion Pharmaceuticals, Inc.",ACHN,YES,Medical,Medical - Biomedical and Genetics,490.9,137.9,1661930.25,3.56,0.89,5.15,2.65,36.4
"Acacia Communications, Inc.",ACIA,YES,Computer and Technology,Communication - Components,1414.64,40.06,494691.16,35.31,0.88,56,34.34,4.48
"ACI Worldwide, Inc.",ACIW,YES,Computer and Technology,Computer - Software,2768.97,115.9,569308.69,23.89,1.13,26.14,20.55,59.75
"Axcelis Technologies, Inc.",ACLS,YES,Computer and Technology,Electronics - Manufacturing Machinery,743.91,32.13,369472.44,23.15,1.02,36.63,17.8,28.42
AECOM,ACM,YES,Construction,Engineering - R and D Services,5578.88,159.17,728222.5,35.05,1.65,39.62,30.47,50.06
Accenture PLC,ACN,YES,Business Services,Consulting Services,94179.97,635.28,2937775,148.25,1.04,164.74,114.86,66.94
